feature,count,frequency,rank,modality
immune_res__% CD8+ RO+ CCR6- IL4- GMCSF+ d1,0,0.0,685,immune_res
immune_res__% CD8+ RO+ CCR6- INFg+ TNFa+ d1,0,0.0,686,immune_res
immune_res__% CD8+ RO+ CCR6- INFg- TNFa+ d1,0,0.0,687,immune_res
immune_res__% CD8+ RO+ CCR6- total TNFa+ d1,0,0.0,688,immune_res
immune_res__% CD8+ RO+ CCR7+ d0,0,0.0,689,immune_res
immune_res__% CD8+ RO+ CCR7- d0,0,0.0,690,immune_res
immune_res__% CD8+ RO+ CD27+ d0,0,0.0,691,immune_res
immune_res__% CD8+ RO+ CD31+ CD27- d0,0,0.0,692,immune_res
immune_res__% CD8+ RO+ CD31- CD27+ d0,0,0.0,693,immune_res
immune_res__% CD8+ RO+ Va7.2- INFg+ TNFa+ d6,0,0.0,694,immune_res
immune_res__% CD8+ RO+ Va7.2- INFg- TNFa+ d6,0,0.0,695,immune_res
immune_res__% CD8+ RO+ Va7.2- total TNFa+ d6,0,0.0,696,immune_res
immune_res__% CD8+ RO- CCR6- IL4+ GMCSF- d1,0,0.0,697,immune_res
immune_res__% CD8+ RO- CCR6- INFg+ TNFa+ d1,0,0.0,698,immune_res
immune_res__% CD8+ RO- CCR6- INFg+ TNFa- d1,0,0.0,699,immune_res
immune_res__% CD8+ RO- CCR6- INFg- TNFa+ d1,0,0.0,700,immune_res
immune_res__% CD8+ RO- CCR7- d0,0,0.0,701,immune_res
immune_res__% CD8+ RO- CD27- d0,0,0.0,702,immune_res
immune_res__% CD8+ RO- Va7.2- INFg+ TNFa- d6,0,0.0,703,immune_res
immune_res__% CD8+ RO- Va7.2- INFg- TNFa+ d6,0,0.0,704,immune_res
immune_res__% CD8+ RO- Va7.2- total INFg+ d6,0,0.0,705,immune_res
immune_res__% CD8+ non-MAIT total INFg+ d1,0,0.0,706,immune_res
immune_res__% CD8+ nonMAIT INFg+ GzA+ d1,0,0.0,707,immune_res
immune_res__% CD8+ nonMAIT INFg+ GzA- d1,0,0.0,708,immune_res
immune_res__% CD8+ nonMAIT INFg+ TNFa+ d1,0,0.0,709,immune_res
immune_res__% CD8+ nonMAIT INFg+ TNFa- d1,0,0.0,710,immune_res
immune_res__% CD8+ nonMAIT INFg- GzA+ d1,0,0.0,711,immune_res
immune_res__% CD8+ nonMAIT INFg- TNFa+ d1,0,0.0,712,immune_res
immune_res__% CD8+ nonMAIT total GzA+ d1,0,0.0,713,immune_res
immune_res__% CD8+ nonMAIT total INFg+ d1,0,0.0,714,immune_res
immune_res__% CD8+ total GzA+ d1,0,0.0,715,immune_res
immune_res__% CD8+ total IL-17+ d6,0,0.0,716,immune_res
immune_res__% CD8+ total INFg+ d1,0,0.0,717,immune_res
immune_res__% CD8+ total INFg+ d1 P13,0,0.0,718,immune_res
immune_res__% CD8+ total INFg+ d1 P8,0,0.0,719,immune_res
immune_res__% DN RO+ CCR6- INFg+ TNFa+ d1,0,0.0,720,immune_res
immune_res__% DN RO+ CCR6- INFg+ TNFa- d1,0,0.0,721,immune_res
immune_res__% DN RO- CCR6- INFg+ TNFa+ d1,0,0.0,722,immune_res
immune_res__% DN RO- CCR6- INFg+ TNFa- d1,0,0.0,723,immune_res
immune_res__% DN in total MAIT d6,0,0.0,724,immune_res
immune_res__% DR+ CD3- d0,0,0.0,725,immune_res
immune_res__% pDcs d0,0,0.0,726,immune_res
immune_res__% viable CD3+ d6,0,0.0,727,immune_res
immune_res__% viable CD3- CCR6- CD161+ INFg- d1,0,0.0,728,immune_res
immune_res__% viable CD3- CCR6- GzA+ INFg- d1,0,0.0,729,immune_res
immune_res__%CD4+ MAIT d0,0,0.0,730,immune_res
immune_res__%CD8+ CD161+ Va7.2- d0,0,0.0,731,immune_res
immune_res__%CD8+ MAIT d0,0,0.0,732,immune_res
immune_res__%DN CD161+ Va7.2- d0,0,0.0,733,immune_res
immune_res__CD3+ gdTCR+ CD3hi,0,0.0,734,immune_res
immune_res__CD4+ CCR6+ as % of RO+,0,0.0,735,immune_res
immune_res__CD8+ % RO+ CD27+ d0,0,0.0,736,immune_res
immune_res__CD8+ % RO+ CD27- d0,0,0.0,737,immune_res
immune_res__CD8+ % RO- CD27+ d0,0,0.0,738,immune_res
immune_res__CD8+ % RO- CD27- d0,0,0.0,739,immune_res
immune_res__CD8+ DN+ MAIT % RO+ CD27+ d0,0,0.0,740,immune_res
immune_res__CD8+ DN+ MAIT % RO+ CD27- d0,0,0.0,741,immune_res
immune_res__CD8+ MAIT % RO+ CD27- d0,0,0.0,742,immune_res
immune_res__NK % CD56+ CD16+,0,0.0,743,immune_res
immune_res__NK % CD56hi CD16-,0,0.0,744,immune_res
immune_res__NK % CD56lo CD16-,0,0.0,745,immune_res
immune_res__total % CD3 d0,0,0.0,746,immune_res
immune_res__total % CD8+ d6,0,0.0,747,immune_res
immune_res__total % DN d0,0,0.0,748,immune_res
quest__ALT,0,0.0,749,quest
quest__Absolute Monocytes,0,0.0,750,quest
quest__Albumin/Globulin Ratio,0,0.0,751,quest
quest__Basophils,0,0.0,752,quest
"quest__Bilirubin, Total",0,0.0,753,quest
quest__Calcium,0,0.0,754,quest
quest__Creatinine,0,0.0,755,quest
quest__Hemocrit,0,0.0,756,quest
quest__Hemoglobin,0,0.0,757,quest
quest__MCHC,0,0.0,758,quest
quest__Neutrophils,0,0.0,759,quest
quest__RDW,0,0.0,760,quest
quest__Red Blood Cell Count,0,0.0,761,quest
quest__White Blood Cell Count,0,0.0,762,quest
quest__eGFR African American,0,0.0,763,quest
quest__eGFR non-African American,0,0.0,764,quest
species__Alistipes_putredinis,0,0.0,765,species
species__Anaerostipes_hadrus,0,0.0,766,species
species__Bacteroidaceae_bacterium,0,0.0,767,species
species__Bacteroides_eggerthii,0,0.0,768,species
species__Bacteroides_intestinalis,0,0.0,769,species
species__Bifidobacterium_longum,0,0.0,770,species
species__Bilophila_wadsworthia,0,0.0,771,species
species__Candidatus_Cibiobacter_qucibialis,0,0.0,772,species
species__Candidatus_Gastranaerophilales_bacterium,0,0.0,773,species
species__Clostridium_fessum,0,0.0,774,species
species__Clostridium_sp_AF36_4,0,0.0,775,species
species__Coprococcus_comes,0,0.0,776,species
species__GGB3746_SGB5089,0,0.0,777,species
species__Lachnospira_eligens,0,0.0,778,species
species__Lachnospira_pectinoschiza,0,0.0,779,species
species__Odoribacter_laneus,0,0.0,780,species
species__Phocaeicola_dorei,0,0.0,781,species
species__Prevotella_copri_clade_C,0,0.0,782,species
species__Prevotella_sp_885,0,0.0,783,species
species__Prevotella_stercorea,0,0.0,784,species
species__Roseburia_hominis,0,0.0,785,species
species__Roseburia_intestinalis,0,0.0,786,species
species__Roseburia_inulinivorans,0,0.0,787,species
species__Ruminococcus_bromii,0,0.0,788,species
species__Streptococcus_thermophilus,0,0.0,789,species
species__Sutterella_wadsworthensis,0,0.0,790,species
